Cb,L,B,T,GMT,Wt,Disp,Excess
[0.36716021],[37.58609034],[8.81598921],[4.44576986],[1.8005997],[316.39695033],[540.87983447],[224.48288415]
[0.42472922],[41.73380711],[4.60219754],[3.43605116],[0.25518951],[242.37906057],[280.30123975],[37.92217919]
[0.42912675],[49.73846164],[6.74984994],[4.78842939],[0.44729182],[447.46528799],[689.86663708],[242.40134909]
[0.39151524],[36.19157599],[7.84442019],[3.50053846],[1.77002148],[260.64496238],[389.09161378],[128.4466514]
[0.31275604],[34.32343592],[10.85567689],[2.37666819],[7.14039806],[257.50439171],[276.96310901],[19.45871729]
[0.46565854],[33.49339022],[11.48066575],[2.97952891],[4.43498903],[671.32236324],[533.50851422],[-137.81384902]
[0.38389313],[40.26342041],[11.78471273],[4.24377345],[3.64691775],[408.45475401],[773.02260657],[364.56785256]
[0.32524667],[32.35577398],[6.77051902],[2.96573889],[1.95704641],[208.36764705],[211.30974479],[2.94209774]
[0.58215957],[48.86922387],[8.04556358],[2.16058214],[2.44361273],[300.81998461],[494.54377044],[193.72378583]
[0.5666069],[41.39472174],[6.93702294],[3.36382881],[0.74768169],[300.79630344],[547.31057574],[246.5142723]
[0.3731229],[29.4938408],[11.39963987],[2.52008172],[6.39069858],[262.67377135],[316.14694819],[53.47317684]
[0.38282611],[27.96378886],[4.2868994],[3.59705382],[0.22509148],[177.96122716],[165.07746645],[-12.88376071]
[0.38069075],[29.02508612],[11.53098907],[2.04902054],[8.03876276],[242.00520004],[261.07104918],[19.06584914]
[0.4523543],[49.02558296],[11.40956951],[4.27063048],[2.80386003],[798.31040847],[1080.59447819],[282.28406972]
[0.49835793],[43.0078728],[7.74795855],[2.59942513],[2.00671186],[323.16623336],[431.67205816],[108.5058248]
[0.58322225],[34.89100966],[5.36922471],[3.86882244],[-0.05078209],[263.37153326],[422.70559666],[159.3340634]
[0.54085452],[45.4018007],[3.5550789],[2.80209816],[-0.06072257],[204.78444388],[244.61671628],[39.8322724]
[0.50899936],[28.83931023],[8.09568558],[3.16384727],[1.61767425],[304.61353479],[375.98563328],[71.37209848]
[0.36465965],[37.82424228],[6.96979675],[2.31596816],[2.50961254],[217.08414763],[222.64381917],[5.55967154]
[0.52903529],[47.42887816],[9.14753924],[3.20118893],[2.08605669],[381.58239368],[734.75590712],[353.17351344]
[0.58564174],[41.14715508],[3.41225494],[3.13090142],[-0.2655625],[200.22948676],[257.44395672],[57.21446996]
[0.46996472],[41.60314418],[8.91569173],[2.85001991],[2.62174432],[389.28423146],[496.81459969],[107.53036823]
[0.48169388],[44.46330215],[4.07027126],[4.66134334],[-0.36652144],[289.10608048],[406.35656799],[117.25048751]
[0.5714103],[27.99529096],[11.02354511],[2.70438118],[3.82988204],[377.14122118],[476.89442073],[99.75319955]
[0.37478924],[39.62464855],[5.39201565],[3.24454331],[0.78659108],[216.66031423],[259.81083548],[43.15052124]
[0.58764899],[30.99891225],[8.52450108],[4.06702546],[0.892813],[442.07472229],[631.55373952],[189.47901723]
[0.32254244],[37.60489231],[7.35476876],[3.58769931],[1.86716686],[249.82243418],[320.04885495],[70.22642077]
[0.45149856],[38.81261046],[9.90634687],[3.35268004],[2.80957647],[534.47030586],[582.01591658],[47.54561071]
[0.53663888],[44.96439097],[9.16149684],[4.14046782],[1.29115047],[433.35023144],[915.30682585],[481.95659441]
[0.53753934],[46.01542722],[3.03184533],[3.53159323],[-0.38044819],[206.49123462],[264.8447864],[58.35355178]
[0.47541981],[31.42629429],[4.70087814],[2.86094282],[0.38913167],[238.17901412],[200.93640026],[-37.24261386]
[0.51492424],[32.08340036],[7.79308393],[2.82477357],[1.73458457],[271.16106885],[363.67774455],[92.5166757]
[0.46512401],[29.58889855],[7.86497305],[2.06485233],[2.99913893],[283.78909418],[223.50322447],[-60.2858697]
[0.54299408],[25.95017613],[3.16748076],[4.88002765],[-0.69150293],[221.97777859],[217.80692073],[-4.17085786]
[0.44414077],[38.0749148],[4.62409432],[4.57956403],[-0.13365892],[321.04976853],[358.10501539],[37.05524685]
[0.45350005],[39.8405922],[6.17122906],[3.13477708],[0.89985109],[293.19498556],[349.52758215],[56.33259659]
[0.51335856],[46.36787992],[6.59082015],[2.52716238],[1.3450621],[263.76022393],[396.47029413],[132.7100702]
[0.46803017],[26.55427479],[11.74161478],[2.54578329],[5.57660599],[710.08124171],[371.49891848],[-338.58232323]
[0.38753477],[41.86122668],[10.77566303],[4.64817084],[2.58723774],[407.4228703],[812.54740737],[405.12453707]
[0.45120256],[36.60915857],[5.75617124],[2.11948121],[1.45263104],[216.35893427],[201.52297888],[-14.83595539]
[0.57776028],[41.77155315],[4.4285838],[4.55816595],[-0.47757535],[268.29785177],[487.17310694],[218.87525517]
[0.52769804],[28.0541064],[3.87772708],[3.08495465],[-0.05383888],[188.42281957],[177.09567059],[-11.32714898]
[0.42228718],[37.3786431],[6.86517683],[4.78265791],[0.51544908],[525.50797534],[518.26570955],[-7.24226579]
[0.34382704],[42.42513867],[11.88873702],[2.79787424],[6.67566744],[347.00836233],[485.20717591],[138.19881358]
[0.46803258],[46.6538264],[7.68360366],[2.0319459],[2.88825083],[281.93057159],[340.91055627],[58.97998468]
[0.45561384],[27.65241604],[6.81309882],[3.70916361],[0.84732183],[571.47126527],[318.38358877],[-253.0876765]
[0.49951348],[41.11517418],[11.23687289],[3.04845749],[3.8615092],[587.87934649],[703.51758738],[115.63824089]
[0.54032585],[46.52084499],[5.48660206],[3.32062558],[0.30232112],[266.12465981],[457.9591221],[191.83446229]
[0.4003524],[49.73166874],[9.8198281],[3.0020091],[3.57209944],[421.03446289],[586.93682382],[165.90236093]
[0.33472215],[47.69378656],[10.54841245],[4.89149004],[2.73780836],[445.03246102],[823.71037032],[378.67790929]
[0.43120555],[39.01272353],[6.42842399],[4.32137984],[0.51025039],[413.02965856],[467.32343637],[54.29377781]
[0.38247012],[46.99944276],[9.94032817],[4.28299286],[2.42895245],[403.73308035],[765.31160254],[361.57852219]
[0.48383542],[46.97488986],[6.50914838],[4.73413149],[0.19855849],[480.50909653],[700.37061835],[219.86152182]
[0.57276886],[32.83213262],[5.72412931],[2.37861443],[0.87121617],[211.01013568],[256.04245116],[45.03231548]
[0.51219578],[43.01534079],[6.29120011],[4.74624083],[0.04619949],[337.94511578],[657.87386894],[319.92875316]
[0.33597674],[25.00364093],[3.64523022],[4.58145555],[-0.02402319],[171.76933107],[140.29458307],[-31.474748]
[0.33131128],[39.20004189],[3.8088694],[4.0988317],[0.12644071],[195.9721982],[202.75842913],[6.78623093]
[0.35225609],[32.52646388],[5.98702156],[3.48794361],[1.03083529],[210.05237598],[239.26305375],[29.21067776]
[0.40449793],[48.00516629],[4.44232959],[2.06962769],[0.8989972],[212.33366923],[178.52838818],[-33.80528105]
[0.46387082],[29.67957382],[7.52813984],[3.75490444],[1.09666038],[624.0794665],[389.17172594],[-234.90774056]
[0.42978588],[47.91584451],[5.40804307],[4.23723233],[0.21606875],[325.08059896],[471.90405533],[146.82345638]
[0.33283329],[47.79030372],[3.90749294],[3.54186393],[0.28140051],[217.60094747],[220.13881693],[2.53786946]
[0.46193772],[29.32249656],[4.07302792],[3.77028374],[-0.08786702],[283.53316408],[208.00596632],[-75.52719776]
[0.58103808],[44.85263108],[7.35869687],[3.26348745],[0.94917534],[319.86071359],[625.85738844],[305.99667485]
[0.46573076],[45.60279516],[3.24890606],[4.95313134],[-0.5305316],[250.75585748],[341.77743569],[91.0215782]
[0.38460421],[44.45837819],[11.82365933],[4.68145529],[3.22535884],[459.02643488],[946.45601984],[487.42958496]
[0.45352832],[47.66509762],[4.43266537],[4.38115106],[-0.15046654],[291.24856796],[419.81511535],[128.56654739]
[0.47274435],[40.18373875],[6.93914849],[3.32440435],[1.06295412],[354.43688284],[438.22455597],[83.78767313]
[0.46192549],[40.99612587],[6.42133816],[2.66972118],[1.30982047],[271.44189959],[324.64311121],[53.20121162]
[0.48502156],[26.21411403],[4.23413884],[3.7816867],[-0.10373778],[341.09468983],[203.58551293],[-137.50917691]
[0.36224361],[37.3685404],[5.77952736],[4.19280082],[0.60279013],[234.57781546],[328.02234306],[93.4445276]
[0.37864339],[48.32185829],[5.98386904],[4.844219],[0.38552764],[299.28598088],[530.37111032],[231.08512943]
[0.38913701],[43.20926498],[6.16890133],[3.97308604],[0.72211991],[260.80122217],[412.11195457],[151.31073239]
[0.32650088],[48.98860162],[11.21395957],[3.7148616],[4.51394166],[418.78037382],[666.31719333],[247.53681951]
[0.58270162],[33.17382745],[7.77716253],[4.36144562],[0.46727235],[420.52591965],[655.68227649],[235.15635684]
[0.4824265],[44.11059107],[3.92707181],[2.03163227],[0.49240388],[194.89739768],[169.78056561],[-25.11683207]
[0.31782746],[45.2116794],[6.49912125],[4.56573489],[0.96846058],[282.00348872],[426.39037396],[144.38688524]
[0.5708598],[30.4926152],[8.53227863],[3.22894236],[1.56132408],[343.83483978],[479.56718059],[135.73234081]
[0.58539548],[39.26162424],[9.8796982],[4.24716745],[1.35226187],[493.09626247],[964.4077385],[471.31147603]
[0.53117803],[41.72149708],[9.04649876],[3.20967742],[2.01005782],[351.09031203],[643.49014268],[292.39983065]
[0.37981518],[33.71044717],[10.24916604],[2.00052817],[6.47692251],[241.04121781],[262.52461656],[21.48339875]
[0.483905],[39.60340471],[9.24241615],[4.26075318],[1.47196256],[737.18432559],[754.68293254],[17.49860695]
[0.4127745],[48.01362691],[4.0031096],[2.75819968],[0.33526262],[218.34988743],[218.82682215],[0.47693473]
[0.32994465],[49.94742699],[9.44918067],[3.52146046],[3.27987313],[363.78546067],[548.36683442],[184.58137375]
[0.42036316],[44.33838282],[9.4366402],[3.22323264],[2.84595468],[426.62370951],[566.90924961],[140.2855401]
[0.57684103],[47.92261297],[8.64596985],[2.59305911],[2.27013909],[336.65900341],[619.75889283],[283.09988942]
[0.46708866],[31.95789511],[6.24725499],[3.56343931],[0.65631747],[401.67972448],[332.30439984],[-69.37532463]
[0.44964361],[28.9786515],[10.05984184],[3.84321053],[2.41583718],[1046.00253895],[503.76956024],[-542.23297871]
[0.37573257],[29.24637286],[4.37772273],[2.61856726],[0.64305728],[166.30034667],[125.96875654],[-40.33159013]
[0.5243082],[28.46021585],[7.96373499],[4.46486572],[0.66201072],[436.5254398],[530.57897996],[94.05354016]
[0.56494339],[33.81162178],[8.88639393],[3.50743538],[1.52553537],[375.31825421],[595.36893799],[220.05068378]
[0.47079128],[30.0962787],[5.69307619],[3.61873672],[0.41660316],[394.18901885],[291.90746033],[-102.28155852]
[0.5835407],[30.61235109],[4.44069388],[2.47874459],[0.27129841],[188.43117546],[196.63030428],[8.19912881]
[0.5247589],[29.26656402],[11.20843163],[2.64432527],[4.38867281],[352.73702327],[455.18849097],[102.45146771]
[0.48563948],[26.2168993],[9.78126493],[3.1528942],[2.75180499],[858.58359846],[392.64469517],[-465.93890329]
[0.5376151],[29.51533289],[9.7004489],[2.87415357],[2.77294966],[337.10347767],[442.40593282],[105.30245515]
[0.5754629],[35.5585348],[10.2548229],[2.22690108],[4.12110663],[303.98883698],[467.29408149],[163.30524452]
[0.36425761],[37.11515851],[5.50424514],[4.10380907],[0.52687807],[226.45875088],[305.3830104],[78.92425952]
[0.54558104],[31.78620758],[6.02456883],[4.22787137],[0.07510328],[312.55522113],[441.71863778],[129.16341665]
[0.34509772],[47.40021229],[4.8841942],[2.39514323],[1.12993306],[218.96368352],[191.35807545],[-27.60560807]
[0.35353285],[26.06572501],[11.74590606],[2.3374833],[7.71137891],[241.11320508],[253.00821265],[11.89500756]
[0.38703388],[38.83909434],[11.75957948],[2.27343398],[7.39436707],[303.31143227],[401.87613752],[98.56470526]
[0.53136278],[27.58120032],[11.89270765],[4.08633858],[2.77615409],[628.57520354],[712.22855599],[83.65335245]
[0.49385863],[34.95066115],[5.3069467],[2.98321647],[0.50966419],[264.56967038],[273.26722157],[8.69755119]
[0.58623542],[41.75296851],[4.86508582],[3.36868936],[0.00184493],[243.71589086],[401.15377445],[157.43788359]
[0.49581249],[42.26122599],[5.06951902],[4.7645145],[-0.22134869],[380.16141366],[506.11005571],[125.94864205]
[0.42524299],[42.27845994],[5.83382099],[3.15733806],[0.83597507],[272.23525786],[331.15437855],[58.9191207]
[0.5568434],[48.61884041],[9.3674473],[4.82434164],[0.88080702],[538.07948464],[1223.48030899],[685.40082434]
[0.43508505],[39.13973564],[9.41328975],[4.87366255],[1.41714831],[842.56335196],[781.24801644],[-61.31533552]
[0.43346231],[30.97461487],[10.42759882],[2.18436053],[5.47959892],[376.96967509],[305.82000199],[-71.1496731]
[0.34503577],[29.40189229],[9.53269355],[2.50309139],[4.73432981],[229.25281645],[242.06485626],[12.81203981]
[0.45410713],[45.00838086],[9.59440494],[2.07341712],[4.68765094],[325.54590773],[406.58975839],[81.04385065]
[0.3427974],[47.53037108],[6.73914179],[2.03431397],[2.87994713],[244.24873027],[223.3733183],[-20.87541197]
[0.34827101],[36.20225433],[9.37495244],[3.10458931],[3.54557668],[272.91587625],[366.96628872],[94.05041247]
[0.39240015],[48.7239149],[6.04915363],[2.57670322],[1.45662289],[250.70268418],[298.00967086],[47.30698667]
[0.49913557],[29.63179699],[11.09494521],[2.61330573],[4.53768552],[660.95445063],[428.8366467],[-232.11780393]
[0.48812836],[47.55453523],[7.35000568],[3.45501263],[1.1111524],[392.9414482],[589.47216122],[196.53071302]
[0.5002864],[25.98361636],[6.92125682],[4.42737546],[0.39622725],[359.46563644],[398.33604546],[38.87040903]
[0.31669216],[31.98150906],[9.3734994],[4.5226295],[2.46915225],[303.90745527],[429.36736755],[125.45991227]
[0.48375971],[38.24656222],[8.42143838],[3.97582716],[1.28032059],[600.16888973],[619.49224305],[19.32335332]
[0.49772908],[45.82799904],[8.23148499],[3.44980748],[1.50161024],[437.79604518],[647.73439457],[209.93834939]
[0.58216152],[26.52723985],[4.92493508],[2.49263737],[0.44078096],[192.94355661],[189.58115801],[-3.3623986]
[0.35143798],[25.72865261],[3.31858263],[4.54105434],[-0.13534298],[167.71134342],[136.26209772],[-31.44924569]
[0.31862114],[28.70560198],[5.29227857],[3.9579941],[0.69799742],[195.44666127],[191.58393511],[-3.86272616]
[0.35042796],[26.36301608],[4.0438275],[3.2712352],[0.34577595],[163.80179096],[122.20760583],[-41.59418513]
[0.31608253],[36.55115814],[7.61044764],[4.76099514],[1.38997767],[280.87583957],[418.60997345],[137.73413389]
[0.50393045],[26.8283206],[5.31061922],[4.33736148],[-0.05331603],[277.19474341],[311.41166273],[34.21691932]
[0.38788995],[37.99242449],[3.58924924],[3.79637659],[-0.02975697],[188.80413282],[200.80681098],[12.00267816]
[0.40052216],[34.61842134],[7.60583949],[2.36458321],[2.70964811],[264.25831807],[249.36503945],[-14.89327862]
[0.31095908],[47.67903466],[11.72516399],[2.64875873],[7.49830722],[372.36272517],[460.46012523],[88.09740007]
[0.46465708],[43.99666193],[7.17437128],[4.10856556],[0.75465167],[437.28016062],[602.59615315],[165.31599253]
[0.55597495],[34.81313047],[7.25481123],[4.79374359],[0.17925492],[387.37699608],[673.13042212],[285.75342604]
[0.41054883],[27.45631038],[5.53184604],[3.51700434],[0.5906702],[348.56067952],[219.30573259],[-129.25494693]
[0.50448185],[39.68331204],[4.53567816],[3.27385584],[0.10304864],[220.04376613],[297.27284424],[77.2290781]
[0.55557989],[29.94338436],[11.27339925],[3.63408336],[2.76413094],[507.44913202],[681.54914751],[174.10001549]
[0.31512355],[43.92100308],[3.04546954],[3.52822024],[0.09609548],[189.27718594],[148.71783452],[-40.55935142]
[0.39429803],[25.27237125],[9.92074751],[3.30035871],[3.30136772],[263.30497125],[326.26924961],[62.96427835]
[0.47704513],[33.18269927],[3.22395464],[3.39909171],[-0.20843578],[203.35366919],[173.46944131],[-29.88422788]
[0.41912685],[43.37682746],[3.76368662],[3.52024019],[0.00446855],[219.28409654],[240.8735009],[21.58940436]
[0.46009859],[46.82232927],[4.63477827],[4.62037972],[-0.18545581],[317.47089912],[461.32877638],[143.85787726]
[0.54004619],[49.74218423],[4.3318903],[4.00058336],[-0.2605012],[264.42080314],[465.53949304],[201.1186899]
[0.54409771],[45.12879447],[7.04640291],[3.85140347],[0.57842142],[334.14006108],[666.37257874],[332.23251766]
[0.50101558],[28.49514356],[11.53644034],[2.67954691],[4.7825745],[358.13139076],[441.32168564],[83.19029488]
[0.37270204],[31.67043934],[4.0531678],[3.87372822],[0.11211552],[183.44047737],[185.32737972],[1.88690235]
[0.31174692],[31.72600621],[7.68825141],[4.47541638],[1.59834308],[260.48923768],[340.31305189],[79.82381421]
[0.46247673],[34.58343757],[3.89245346],[2.37322577],[0.34583152],[184.02511112],[147.7476313],[-36.27747982]
[0.33025722],[44.66503842],[7.75286119],[2.25129367],[3.58253635],[254.02754169],[257.46262106],[3.43507937]
[0.56302631],[47.49319786],[10.43840204],[2.55182146],[3.68826446],[383.26399688],[712.26959749],[329.00560061]
[0.42295476],[25.60008612],[3.38131644],[4.00369856],[-0.20881597],[255.05922787],[146.5826381],[-108.47658978]
[0.5019162],[28.2813897],[9.36321973],[3.35103294],[2.1877614],[364.41032875],[445.38529301],[80.97496426]
[0.52599144],[49.61651688],[7.99005654],[3.96518528],[0.9386966],[394.84939021],[826.83392234],[431.98453212]
[0.58633724],[40.79359351],[7.56434015],[3.79986595],[0.68199859],[351.93228981],[687.50960124],[335.57731143]
[0.46923703],[27.36341919],[5.67709236],[4.5089361],[0.08295],[656.859081],[328.67198163],[-328.18709938]
[0.36766866],[38.01921282],[8.63757405],[3.78094825],[2.16502228],[290.58996743],[456.51205926],[165.92209183]
[0.49607673],[26.79509899],[6.01554369],[4.72337509],[0.02531594],[851.26575267],[377.68656815],[-473.57918451]
[0.4596857],[28.37434231],[7.39487228],[2.43890494],[2.13208383],[327.76240689],[235.240639],[-92.52176789]
[0.58429024],[33.13562568],[11.2756251],[2.49324155],[4.37983935],[355.96721643],[544.288037],[188.32082057]
[0.47943638],[39.1819458],[9.15414294],[4.56977059],[1.25775116],[819.83896471],[785.83085533],[-34.00810939]
[0.44000856],[29.8132299],[11.66613358],[4.25346359],[3.06937239],[1539.2608208],[650.93829314],[-888.32252766]
[0.47326732],[34.83618947],[6.94432475],[4.05325343],[0.66291839],[496.28903712],[464.05658409],[-32.23245303]
[0.37940291],[46.30804795],[11.18458464],[4.74808516],[2.81755607],[450.55912193],[933.02975437],[482.47063244]
[0.49878253],[33.10444622],[5.91223222],[3.08398752],[0.68070347],[321.78092515],[301.06596272],[-20.71496243]
